No.,Date,Sub Genre,CollectionName,No.,SongDate,Artist Name,Song Name,Sub Genre 1,Sub Genre 2,YouTube URL,Memo,Tagline,Bot Name,,,,,,,,
25,2016-12-09,Country Rock,Bad Ass Bands,39,2016/12/10,Diamond Rio,Meet In The Middle,Country Rock,,https://www.youtube.com/watch?v=qWKpCmPdGmM,,MULLET MAGIC,MikeRyan,http://is4.mzstatic.com/image/thumb/Music/v4/5f/3b/dd/5f3bddad-d82d-3cfc-4106-a220889a3899/source/400x400bb.jpg,,,,,,,
25,2016-12-09,Country Rock,Bad Ass Bands,40,2016/12/11,Firehouse,Love of a Lifetime,Country Rock,,https://www.youtube.com/watch?v=5ETENrv8cnU,,THERE'S OFTEN ONLY ONE,MikeRyan,http://is3.mzstatic.com/image/thumb/Music/v4/9b/49/aa/9b49aafb-5882-4512-8e98-f24ed33ca646/source/400x400bb.jpg,,,,,,,
25,2016-12-09,Country Rock,Bad Ass Bands,41,2016/12/08,America,A horse with no name,Country Rock,,https://www.youtube.com/watch?v=zSAJ0l4OBHM,,CLASSICE PERFECTION,MikeRyan,http://is4.mzstatic.com/image/thumb/Music/v4/b7/4b/01/b74b0183-e2ec-ecaf-e4d6-583522fafbbd/source/400x400bb.jpg,,,,,,,
25,2016-12-09,Country Rock,Bad Ass Bands,42,2016/12/08,The Civil Wars,Poison & Wine,Country Rock,,https://www.youtube.com/watch?v=fNlxKH9Jtmc,,SO MEDITATIVE,MikeRyan,http://is5.mzstatic.com/image/thumb/Music/v4/36/94/62/36946280-6a94-7e48-d632-a65422427f44/source/400x400bb.jpg,,,,,,,
26,2016-12-08,Folk,Old Folk Tales,43,2016/12/09,Nick Cave & The Bad Seeds,Red Right Hand,Traditional Country,,https://www.youtube.com/watch?v=RrxePKps87k,,DANGEROUS AND BEAUTIFUL,grahamophone,http://is4.mzstatic.com/image/thumb/Music71/v4/7b/61/1e/7b611e63-6c5e-41e8-d471-c6cb81b5e508/source/400x400bb.jpg,,,,,,,
26,2016-12-08,Folk,Old Folk Tales,44,2016/12/09,Jewel,Foolish Games,Folk,,https://www.youtube.com/watch?v=UNoouLa7uxA,,THE GAMES ARE BREAKING MY HEART,grahamophone,http://is5.mzstatic.com/image/thumb/Music/v4/17/d3/ef/17d3efdc-4e08-74c8-6753-ea9a92aa159e/source/400x400bb.jpg,,,,,,,
26,2016-12-08,Folk,Old Folk Tales,45,2016/12/09,Lyle Lovett,North Dakota,Folk,,https://www.youtube.com/watch?v=xvTvnltNmfc,,IF YOU LOVE ME SAY I DO,grahamophone,http://is2.mzstatic.com/image/thumb/Music/v4/d3/7e/99/d37e9920-2a71-93c1-f785-ebf6becaf979/source/400x400bb.jpg,,,,,,,
26,2016-12-08,Folk,Old Folk Tales,46,2016/12/09,Sting,Love Is Stronger Than Justice,Traditional Country,,https://www.youtube.com/watch?v=67CNsnCbbxM,,AMAZING COUNTRY BEAT,grahamophone,http://is4.mzstatic.com/image/thumb/Music/v4/3b/11/33/3b1133ef-6f4b-22b8-7672-8acf9e661bbe/source/400x400bb.jpg,,,,,,,
26,2016-12-08,Folk,Old Folk Tales,47,2016/12/10,Marilyn Manson,Running To The Edge Of The World,Country Rock,,https://www.youtube.com/watch?v=k7C2s1WHqsQ,,THE WORLD WILL END TODAY,grahamophone,http://is1.mzstatic.com/image/thumb/Music/v4/8b/d0/2b/8bd02b2a-0aea-bafc-52eb-55e96b515c90/source/400x400bb.jpg,,,,,,,
26,2016-12-08,Folk,Old Folk Tales,48,2016/12/11,Neil Young,Old Man,Folk,,https://www.youtube.com/watch?v=SYUgGs9IStY,,I'M A LOT LIKE YOU WERE,grahamophone,http://is5.mzstatic.com/image/thumb/Music/v4/9d/09/e8/9d09e8c7-bc43-a149-0e14-586fa53de7c0/source/400x400bb.jpg,,,,,,,
27,2016-12-09,Country Pop,Different Breed,49,2016/12/08,Dylan Scott,My Girl,Country Pop,,https://www.youtube.com/watch?v=YEKLeWBr9jY,,HER EYES DRIVE YOU CRAZY,CountryBoy,http://is2.mzstatic.com/image/thumb/Music60/v4/c6/bc/4d/c6bc4d52-1704-cad7-6972-ca89b2613f6c/source/400x400bb.jpg,,,,,,,
27,2016-12-09,Country Pop,Different Breed,50,2016/12/09,Kane Brown,Thunder in the Rain,Country Pop,,https://www.youtube.com/watch?v=ow6uN8kpqZk,,YOUNG KID WITH AN MAN'S SOUL,CountryBoy,http://is2.mzstatic.com/image/thumb/Music71/v4/c5/fd/b5/c5fdb52e-5bc2-196c-cb38-fafeadb5bea1/source/400x400bb.jpg,,,,,,,
27,2016-12-09,Country Pop,Different Breed,51,2016/12/10,Maren Morris,My Church,Traditional Country,Blues,https://www.youtube.com/watch?v=ouWQ25O-Mcg,,WHEN I NEED TO FIND MY ESCPAPE,CountryBoy,http://is5.mzstatic.com/image/thumb/Music49/v4/7a/0b/3b/7a0b3b53-92d1-0bc2-ecfb-7836e6268be0/source/400x400bb.jpg,,,,,,,
27,2016-12-09,Country Pop,Different Breed,52,2016/12/11,Clayton Anderson,Shotgun Rider,Country Pop,,https://www.youtube.com/watch?v=vpQqYVyKK2g,,LET'S GO FOR A RIDE,CountryBoy,http://is1.mzstatic.com/image/thumb/Music/v4/74/95/89/749589bd-215e-feb6-ec7d-7c21b7031e64/source/400x400bb.jpg,,,,,,,
27,2016-12-09,Country Pop,Different Breed,53,2016/12/08,The Lacs,Field Party,Country Pop,,https://www.youtube.com/watch?v=q40Ct3IiDAQ,,DAMN RIGHT IT'S FRIDAY NIGHT,CountryBoy,http://is3.mzstatic.com/image/thumb/Music/v4/44/b2/c4/44b2c44c-f7ec-5c9c-906d-a6f0051eff91/source/400x400bb.jpg,,,,,,,
27,2016-12-09,Country Pop,Different Breed,54,2016/12/08,Colt Ford,Waste Some Time,Country Pop,,https://www.youtube.com/watch?v=AtYqvSoUOTc,,WASTE SOME TIME WITH ME,CountryBoy,http://is3.mzstatic.com/image/thumb/Music/v4/e4/23/06/e42306c3-9f67-0010-c6dc-38738544d194/source/400x400bb.jpg,,,,,,,
28,2016-12-10,Country Pop,Big Hitters,55,2016/12/08,Jason Aldean,Dirt Road Anthem,Country Pop,,https://www.youtube.com/watch?v=Lb9q1ScC4cg,,COUNTRY POP CORNUCOPIA,Charlottery,http://is5.mzstatic.com/image/thumb/Music/v4/90/66/8d/90668da0-ec6c-9714-b4f3-196b071566fa/source/400x400bb.jpg,,,,,,,
28,2016-12-10,Country Pop,Big Hitters,56,2016/12/09,Blake Shelton,If I'm Honest,Country Pop,,https://www.youtube.com/watch?v=FaWH5TWzDCk,,THE TRUTH COMES OUT,Charlottery,http://is5.mzstatic.com/image/thumb/Music20/v4/c9/e8/74/c9e8740a-fdef-1195-183f-b83550b9ef58/source/400x400bb.jpg,,,,,,,
28,2016-12-10,Country Pop,Big Hitters,57,2016/12/10,Alan Jackson,Country Boy,Traditional Country,,https://www.youtube.com/watch?v=JnX2BoZE9w4,,STAND UP TO YOUR CLAIM,Charlottery,http://is4.mzstatic.com/image/thumb/Music/v4/ec/0f/de/ec0fde9e-3a19-9467-6516-7da989952d44/source/400x400bb.jpg,,,,,,,
28,2016-12-10,Country Pop,Big Hitters,58,2016/12/11,Lee Brice,That Don't Sound Like You,Country Rock,,https://www.youtube.com/watch?v=FiyXZhhqWqc,,YOU KNOW YOU BETTER THAN THAT,Charlottery,http://is2.mzstatic.com/image/thumb/Music4/v4/52/b7/d6/52b7d6de-371d-91ce-e944-3c4231b2018d/source/400x400bb.jpg,,,,,,,
28,2016-12-10,Country Pop,Big Hitters,59,2016/12/11,Justin Moore,If Heaven Wasn't So Far Away,Country Rock,,https://www.youtube.com/watch?v=55GAUgjpDQA,,ALL THE THINGS TO DO AND SAY,Charlottery,http://is5.mzstatic.com/image/thumb/Music/v4/d7/fc/68/d7fc688d-ddeb-e025-a6ea-133abb61e91a/source/400x400bb.jpg,,,,,,,
28,2016-12-10,Country Pop,Big Hitters,60,2016/12/11,Tracy Lawrence,Lie,Traditional Country,,https://www.youtube.com/watch?v=rLeCJ9cB_wA,,JUST LIE TO ME,Charlottery,http://is3.mzstatic.com/image/thumb/Music4/v4/86/92/37/86923795-fc85-b4ff-4519-553f761c7c90/source/400x400bb.jpg,,,,,,,
29,2016-12-11,Traditional Country,Celebrating Time,61,2016/12/08,Cole Swindel,Middle of a Memory,Country Pop,,https://www.youtube.com/watch?v=PS9Wo0iQUsg,,LET'S REMEMBER THE MOMENT,ShortStraw,not_found,,,,,,,
29,2016-12-11,Traditional Country,Celebrating Time,62,2016/12/09,Stevie Nicks,Landslide,Country Rock,Pop/Soft Rock,https://www.youtube.com/watch?v=Ov1SOhwfbys,,I'VE BEEN AFRAID OF CHANGING,ShortStraw,http://is1.mzstatic.com/image/thumb/Music2/v4/30/00/0f/30000f49-790e-8b58-9913-1cd4474dbc2e/source/400x400bb.jpg,,,,,,,
29,2016-12-11,Traditional Country,Celebrating Time,63,2016/12/10,Chuck Wicks,Stealing Cinderella,Traditional Country,,https://www.youtube.com/watch?v=9KHAaRxyuQk,,WEDDING BELLS CHIMING,ShortStraw,http://is1.mzstatic.com/image/thumb/Music/v4/60/60/91/606091bc-3a85-dcc7-e3c7-8138cb403e9d/source/400x400bb.jpg,,,,,,,
29,2016-12-11,Traditional Country,Celebrating Time,64,2016/12/11,The Judds,Grandpa Tell Me Bout The Good Old Days,Country Rock,,https://www.youtube.com/watch?v=UPz7OQkqsoA,,TAKE ME BACK TO YESTERDAY,ShortStraw,http://is4.mzstatic.com/image/thumb/Music/v4/23/52/89/23528991-1d7a-f2e2-0e46-5066caa5ce83/source/400x400bb.jpg,,,,,,,
29,2016-12-11,Traditional Country,Celebrating Time,65,2016/12/10,Dr Hook,A Couple More Years,Traditional Country,,https://www.youtube.com/watch?v=WifTLVwQPyY,,JUST A LITTLE BIT OLDER,ShortStraw,http://is2.mzstatic.com/image/thumb/Music4/v4/56/da/c4/56dac45a-9041-293a-419d-0d8e7ad8699f/source/400x400bb.jpg,,,,,,,
29,2016-12-11,Traditional Country,Celebrating Time,66,2016/12/10,Aaron Tippin,You've Got To Stand For Something,Traditional Country,,https://www.youtube.com/watch?v=Z_s-Qk07KxA,,OLD FASHIONED VALUES,ShortStraw,http://is5.mzstatic.com/image/thumb/Music/v4/72/c5/68/72c568b5-a85e-64da-d4b2-dc866e7ef587/source/400x400bb.jpg,,,,,,,
30,2016-12-09,Folk,Deep Blue Bands,67,2016/12/08,Old Crow Medicine Show,Wagon Wheel,Folk,,https://www.youtube.com/watch?v=1gX1EP6mG-E,,KEEP IT ROLLIN,TownNCountry,http://is3.mzstatic.com/image/thumb/Music/v4/f7/62/52/f76252d0-5e2c-75dd-8d41-5fed4dbd63bc/source/400x400bb.jpg,,,,,,,
30,2016-12-09,Folk,Deep Blue Bands,68,2016/12/08,Kathy Mattea,Eighteen Wheels And A Dozen Roses,Traditional Country,,https://www.youtube.com/watch?v=6ElCpHuiWkA,,ALMOST HOME TO YOUR BABY,TownNCountry,http://is2.mzstatic.com/image/thumb/Music/v4/f1/76/d6/f176d6bd-181f-6a89-dffd-8332d7a31b29/source/400x400bb.jpg,,,,,,,
30,2016-12-09,Folk,Deep Blue Bands,69,2016/12/08,The Wreckers,"My, Oh My",Folk,,https://www.youtube.com/watch?v=_cZV-OFv80Q,,A REAL WESTERN,TownNCountry,http://is4.mzstatic.com/image/thumb/Music/v4/73/48/b9/7348b961-5cb7-6962-7809-542baabdeae1/source/400x400bb.jpg,,,,,,,
30,2016-12-09,Folk,Deep Blue Bands,70,2016/12/08,The SteelDrivers,Long Way Down,Folk,,https://www.youtube.com/watch?v=H-IOLc5emC4,,DON'T LOOK NOW,TownNCountry,http://is3.mzstatic.com/image/thumb/Music7/v4/8c/d6/d7/8cd6d785-dcbd-e2e0-ba6b-c641a79b0975/source/400x400bb.jpg,,,,,,,
30,2016-12-09,Folk,Deep Blue Bands,71,2016/12/10,Corb Lund ,Truck Got Stuck,Folk,,https://www.youtube.com/watch?v=pDY6bWT5oTM,,STORIES OF THE OPEN ROAD,TownNCountry,http://is4.mzstatic.com/image/thumb/Music/v4/f3/a7/c6/f3a7c646-016c-2c3b-ff8c-b3b5e54d68ba/source/400x400bb.jpg,,,,,,,
30,2016-12-09,Folk,Deep Blue Bands,72,2016/12/11,Jon Pardi,Write You A Song,Folk,,https://www.youtube.com/watch?v=no4LRklkXPc,,HEAR IT ON THE RADIO,TownNCountry,http://is5.mzstatic.com/image/thumb/Music6/v4/79/04/9d/79049dbf-20dc-68dd-812e-4b376187fe6b/source/400x400bb.jpg,,,,,,,
31,2016-12-11,Country Pop,Girls Takin Names,73,2016/12/08,Miranda Lambert,Vice,Country Pop,Reggae Fusion,https://www.youtube.com/watch?v=zTlaRu_Wsl4,,ANOTHER PROBLEM,JesusSaves,http://is1.mzstatic.com/image/thumb/Music71/v4/34/8f/b8/348fb871-cfda-e090-0628-1a5d1eb37cc1/source/400x400bb.jpg,,,,,,,
31,2016-12-11,Country Pop,Girls Takin Names,74,2016/12/09,Taylor Swift,Our Song,Country Pop,,https://www.youtube.com/watch?v=Jb2stN7kH28,,COUNTRY HITS FROM THE POP QUEEN,JesusSaves,http://is5.mzstatic.com/image/thumb/Music1/v4/2f/46/b2/2f46b2b2-5126-5ae6-f2aa-a63209bc0559/source/400x400bb.jpg,,,,,,,
31,2016-12-11,Country Pop,Girls Takin Names,75,2016/12/10,Carly Pearce,Every Little Thing,Traditional Country,,https://www.youtube.com/watch?v=qDXDNa8bVPI,,IT'S THE DETAILS THAT COUNT,JesusSaves,http://is4.mzstatic.com/image/thumb/Music71/v4/0a/6a/22/0a6a2248-b20c-b164-b7cc-21a7ce0b1ec4/source/400x400bb.jpg,,,,,,,
31,2016-12-11,Country Pop,Girls Takin Names,76,2016/12/11,Lady Gaga,John Wayne,Country Pop,,https://www.youtube.com/watch?v=6Ooj2W68_m8,,BABY LET'S GET HIGH,JesusSaves,http://is5.mzstatic.com/image/thumb/Music71/v4/d5/2d/92/d52d92db-90de-9270-0851-0292e5055fd4/source/400x400bb.jpg,,,,,,,
31,2016-12-11,Country Pop,Girls Takin Names,77,2016/12/10,Michelle Branch,All You Wanted ,Country Pop,,https://www.youtube.com/watch?v=Cbo2n2MzxxE,,SOMEBODY WHO CARES,JesusSaves,http://is5.mzstatic.com/image/thumb/Music/v4/3f/07/86/3f078648-12ac-33e9-ae91-c94384a50367/source/400x400bb.jpg,,,,,,,3.506E+14
31,2016-12-11,Country Pop,Girls Takin Names,78,2016/12/10,Dolly Parton,Nine to Five,Country Pop,,https://www.youtube.com/watch?v=LwDMFOLIHxU,,WORKIN TO THAT COUNTRY DISCO,JesusSaves,http://is3.mzstatic.com/image/thumb/Music71/v4/a4/14/1a/a4141a49-df18-4a45-ddeb-9d7cb255b107/source/400x400bb.jpg,,,,,,,
32,2016-12-11,Traditional Country,Moody Melody,79,2016/12/08,High Valley,Make You Mine,Country Pop,,https://www.youtube.com/watch?v=3R422tahouA,,NO MATTER WHAT IT TAKES,ShortStraw,http://is5.mzstatic.com/image/thumb/Music71/v4/63/e1/d2/63e1d247-837c-d316-726f-aea5478bd0f7/source/400x400bb.jpg,,,,,,,
32,2016-12-11,Traditional Country,Moody Melody,80,2016/12/09,Little Big Town ,Your Side Of The Bed,Traditional Country,,https://www.youtube.com/watch?v=IY2y-jbPdfA,,HOW'D YOU GET SO FAR AWAY,ShortStraw,http://is5.mzstatic.com/image/thumb/Music4/v4/75/32/a9/7532a964-0387-1e9c-9dd2-956ffa4f79d3/source/400x400bb.jpg,,,,,,,
32,2016-12-11,Traditional Country,Moody Melody,81,2016/12/10,Chris Issac,Wicked Game,Traditional Country,Pop/Soft Rock,https://www.youtube.com/watch?v=vvvX5QM4z3Y,,WICKED WITH YOU,ShortStraw,http://is2.mzstatic.com/image/thumb/Music/v4/2e/32/2b/2e322b02-1e0d-f3cf-3864-aea1ded3efff/source/400x400bb.jpg,,,,,,,
32,2016-12-11,Traditional Country,Moody Melody,82,2016/12/11,Brooks & Dunn,Believe,Traditional Country,,https://www.youtube.com/watch?v=X5z-jjWyAJQ,,WHAT DO YOU BELIEVE,ShortStraw,http://is5.mzstatic.com/image/thumb/Music/v4/a7/d9/17/a7d917d4-b74a-dc97-ca2a-c1fe29783769/source/400x400bb.jpg,,,,,,,
32,2016-12-11,Traditional Country,Moody Melody,83,2016/12/10,Vince Gill,When Love Finds You,Traditional Country,,https://www.youtube.com/watch?v=pwoAAjaxzmk,,A HAUNTING GROOVE,ShortStraw,http://is5.mzstatic.com/image/thumb/Music/v4/2c/bb/9d/2cbb9d2d-8327-7f89-7c12-e8d251964ae6/source/400x400bb.jpg,,,,,,,
32,2016-12-11,Traditional Country,Moody Melody,84,2016/12/10,John Michael Montgomery,The Little Girl,Traditional Country,,https://www.youtube.com/watch?v=5JxrYAumI-I,,THE BAD JUST GOT WORSE,ShortStraw,http://is4.mzstatic.com/image/thumb/Music/v4/a3/9e/ee/a39eeebc-1985-0218-14e5-344b366d919f/source/400x400bb.jpg,,,,,,,
33,2016-12-10,Country Rock,Strength in Numbers,85,2016/12/08,Rascal Flats,I Like The Sound Of That,Country Pop,,https://www.youtube.com/watch?v=TIwKZLcQM0E,,JUST STAY IN WITH YOU,iamrachel,http://is5.mzstatic.com/image/thumb/Music/v4/1d/9d/97/1d9d97bf-2377-770c-b4c6-34bfb3954d56/source/400x400bb.jpg,,,,,,,
33,2016-12-10,Country Rock,Strength in Numbers,86,2016/12/09,Thompson Square,If I Didn't Have You,Country Rock,,https://www.youtube.com/watch?v=UptgRHX4JsI,,COULDN'T LIVE WITH OUT YOU,iamrachel,http://is1.mzstatic.com/image/thumb/Music2/v4/e2/f8/d1/e2f8d1cb-3cd8-7189-30d6-066fda68a1c5/source/400x400bb.jpg,,,,,,,
33,2016-12-10,Country Rock,Strength in Numbers,87,2016/12/10,The Kentucky Headhunters,Walk Softly On This Heart Of Mine,Country Rock,,https://www.youtube.com/watch?v=PFJ0EfWgZ3c,,ROADHOUSE MUSIC,iamrachel,http://is5.mzstatic.com/image/thumb/Music/v4/d3/dc/e9/d3dce9fc-8b0a-1585-6e74-d04df2dbfcdf/source/400x400bb.jpg,,,,,,,
33,2016-12-10,Country Rock,Strength in Numbers,88,2016/12/11,Little Big Town,Kiss Goodbye,Traditional Country,,https://www.youtube.com/watch?v=5w5sMU5h1fg,,WHEN YOU LOSE SOMETHING,iamrachel,http://is5.mzstatic.com/image/thumb/Music6/v4/86/01/ca/8601ca3a-4f12-2fcb-c9b5-00bdbf240132/source/400x400bb.jpg,,,,,,,
33,2016-12-10,Country Rock,Strength in Numbers,89,2016/12/11,Jerrod Niemann,Drink to That All Night,Country Pop,,https://www.youtube.com/watch?v=T1pMmg4_FWU,,TURN UP,iamrachel,http://is5.mzstatic.com/image/thumb/Music/v4/e5/eb/de/e5ebde0f-148e-3214-e92f-b9efa5039ffe/source/400x400bb.jpg,,,,,,,
33,2016-12-10,Country Rock,Strength in Numbers,90,2016/12/11,Gary Allan,Get Off On The Pain,Country Rock,,https://www.youtube.com/watch?v=BAcstCYcZzQ,,WAITING FOR SWEET RELIEF,iamrachel,http://is4.mzstatic.com/image/thumb/Music/v4/a7/97/af/a797af1e-eeef-6e18-3fca-7a31637ac16f/source/400x400bb.jpg,,,,,,,
34,2016-12-08,Traditional Country,Bet On a Ballad,91,2016/12/08,Wilson Phillips,Hold On,Country Pop,Pop/Soft Rock,https://www.youtube.com/watch?v=uIbXvaE39wM,,FOR DEAR LIFE,Crowles,http://is4.mzstatic.com/image/thumb/Music4/v4/50/f7/82/50f782e3-83a2-2403-1993-64b0594c433b/source/400x400bb.jpg,,,,,,,
34,2016-12-08,Traditional Country,Bet On a Ballad,92,2016/12/09,Trisha Yearwood,She's In Love With The Boy,Traditional Country,,https://www.youtube.com/watch?v=mUFObCZtGWQ,,IN A ONE HORSE TOWN,Crowles,http://is2.mzstatic.com/image/thumb/Music69/v4/6f/33/dc/6f33dca4-2487-61c9-42ad-fcb029dca106/source/400x400bb.jpg,,,,,,,
34,2016-12-08,Traditional Country,Bet On a Ballad,93,2016/12/10,Faith Hill,Breathe,Traditional Country,,https://www.youtube.com/watch?v=yCmsZUN4r_s,,WHATEVER IT TAKES,Crowles,http://is5.mzstatic.com/image/thumb/Music/v4/cf/96/fe/cf96fe48-7634-0996-a947-585323b93b4d/source/400x400bb.jpg,,,,,,,
34,2016-12-08,Traditional Country,Bet On a Ballad,94,2016/12/11,Martina McBride,Concrete Angel,Traditional Country,,https://www.youtube.com/watch?v=KtNYA4pAGjI,,IN THE RAIN SHE STANDS HARD AS A STONE,Crowles,http://is3.mzstatic.com/image/thumb/Music/v4/03/cc/35/03cc3543-cb8a-3e0b-ad4e-180a667978b3/source/400x400bb.jpg,,,,,,,
34,2016-12-08,Traditional Country,Bet On a Ballad,95,2016/12/09,Kenny Chesney,There Goes My Life,Traditional Country,,https://www.youtube.com/watch?v=xP-Sxfntdb4,,MOVING ON TO LIFE'S NEW CHAPTER,Crowles,http://is4.mzstatic.com/image/thumb/Music/v4/7d/80/b6/7d80b60b-966e-251d-08fe-d0e4ac677bfe/source/400x400bb.jpg,,,,,,,
34,2016-12-08,Traditional Country,Bet On a Ballad,96,2016/12/09,Sugarland,Stay,Traditional Country,,https://www.youtube.com/watch?v=zPG1n1B0Ydw,,WHAT DO I HAVE TO DO TO MAKE YOU SEE,Crowles,http://is2.mzstatic.com/image/thumb/Music2/v4/4c/b4/ce/4cb4ce29-40e7-d4b0-edbb-c93b78fb83a2/source/400x400bb.jpg,,,,,,,
35,2016-12-10,Folk,Travelin Man,97,2016/12/08,Easton Corbin,A Little More Country Than That,Traditional Country,,https://www.youtube.com/watch?v=oS1NfjLkdSM,,THE TRUTH SPEAKS,CandyO,http://is3.mzstatic.com/image/thumb/Music/v4/54/a0/e4/54a0e4e0-27a0-aaa5-48b7-cd8b8c149f08/source/400x400bb.jpg,,,,,,,
35,2016-12-10,Folk,Travelin Man,98,2016/12/09,Willie Nelson,On the Road Again,Folks,,https://www.youtube.com/watch?v=dBN86y30Ufc,,IRRESISTABLE,CandyO,http://is2.mzstatic.com/image/thumb/Music2/v4/6d/82/16/6d8216bf-14e4-336e-7c0c-23d1e41e3e92/source/400x400bb.jpg,,,,,,,
35,2016-12-10,Folk,Travelin Man,99,2016/12/10,Josh Turner,Long Black Train,Folks,,https://www.youtube.com/watch?v=PyRZTAmcW7c,,INTO THE VOID,CandyO,http://is2.mzstatic.com/image/thumb/Music6/v4/9d/97/38/9d9738f4-12b9-c8a6-1e36-80f3744d10df/source/400x400bb.jpg,,,,,,,
35,2016-12-10,Folk,Travelin Man,100,2016/12/11,George Jones,He Stopped Loving Her Today,Folks,,https://www.youtube.com/watch?v=ubKUP8c0FHE,,LOVE IS HARD,CandyO,http://is4.mzstatic.com/image/thumb/Music4/v4/9a/e6/c0/9ae6c0aa-c185-eb20-af65-49d05e5374e6/source/400x400bb.jpg,,,,,,,
35,2016-12-10,Folk,Travelin Man,101,2016/12/10,Mark Chesnutt,Too Cold At Home,Folks,,https://www.youtube.com/watch?v=pbB47M9pIFo,,DRINKING AWAY THE DAY,CandyO,http://is3.mzstatic.com/image/thumb/Music/v4/fd/af/90/fdaf90f7-14d0-42c0-7dc7-92e46ecd67aa/source/400x400bb.jpg,,,,,,,
35,2016-12-10,Folk,Travelin Man,102,2016/12/11,Marty Stuart,This One's Gonna Hurt You,Folks,,https://www.youtube.com/watch?v=QWVAJ7xqqGU,,IF YOU HAVE TO LEAVE,CandyO,http://is1.mzstatic.com/image/thumb/Music5/v4/c5/ee/e7/c5eee74e-c1a5-f10b-477c-ba90d6482c63/source/400x400bb.jpg,,,,,,,
36,2016-12-11,Country Rock,Rockin Good Time,103,2016/12/08,Brett Eldredge,Lose My Mind,Country Rock,,https://www.youtube.com/watch?v=qfWmFevHdQo,,YOU MAKE ME CRAZY,lassoinlove,http://is3.mzstatic.com/image/thumb/Music/v4/0f/08/06/0f08068e-3f8c-7b3f-9155-e3658f165a37/source/400x400bb.jpg,,,,,,,
36,2016-12-11,Country Rock,Rockin Good Time,104,2016/12/09,Lauren Alaina,Georgia Peaches,Country Rock,,https://www.youtube.com/watch?v=h-Cvinp1-jU,,WELCOME TO GEORGIA,lassoinlove,http://is5.mzstatic.com/image/thumb/Music/v4/cb/20/4d/cb204d1f-1712-4ed9-27a6-2e7bc8514a15/source/400x400bb.jpg,,,,,,,
36,2016-12-11,Country Rock,Rockin Good Time,105,2016/12/10,Pam Tillis,Maybe It Was Memphis,Traditional Country,,https://www.youtube.com/watch?v=Rdxwk4RFLcE,,MAYBE IT WAS YOU MAYBE IT WAS ME,lassoinlove,http://is1.mzstatic.com/image/thumb/Music/v4/b7/0f/07/b70f0795-7177-2a3b-1b88-5dba3bd18e34/source/400x400bb.jpg,,,,,,,
36,2016-12-11,Country Rock,Rockin Good Time,106,2016/12/11,Real Life,The One That Got Away,Country Rock,,https://www.youtube.com/watch?v=000hAsKJKwk,,SHE SET YOUR WORLD ON FIRE,lassoinlove,not_found,,,,,,,
36,2016-12-11,Country Rock,Rockin Good Time,107,2016/12/10,Josh Thompson,Way Out Here,Country Rock,,https://www.youtube.com/watch?v=D0sYnro_3Rc,,WE'RE DIFFERENT,lassoinlove,http://is4.mzstatic.com/image/thumb/Music/v4/99/6e/fc/996efc9b-01d5-8b09-60d0-e7c0152699b1/source/400x400bb.jpg,,,,,,,
36,2016-12-11,Country Rock,Rockin Good Time,108,2016/12/10,Sammy Kershaw,Don't Go Near The Water,Traditional Country,,https://www.youtube.com/watch?v=J_EUCOc57yA,,SKIRTIN THE LINE,lassoinlove,http://is5.mzstatic.com/image/thumb/Music/v4/18/be/22/18be223a-4e08-2a19-2601-586f3ac5f208/source/400x400bb.jpg,,,,,,,
37,2016-12-08,Traditional Country,Holdin Back the Tears,97,2016/12/08,Matt Kennon,The Call,Traditional Country,,https://www.youtube.com/watch?v=YK3zs7EV6Tk,,NOBODY WANTS THAT CALL,WalkingJoe,http://is3.mzstatic.com/image/thumb/Music/v4/68/58/b2/6858b2f7-beea-0561-06e6-ac5cbc4b9c4e/source/400x400bb.jpg,,,,,,,
37,2016-12-08,Traditional Country,Holdin Back the Tears,98,2016/12/09,Luke Bryan,Do I,Traditional Country,,https://www.youtube.com/watch?v=j5GVa1yWYZM,,THERE WAS A TIME LOVED WILD,WalkingJoe,http://is3.mzstatic.com/image/thumb/Music6/v4/47/c0/af/47c0afef-6150-8256-0639-b15ee5a94e7a/source/400x400bb.jpg,,,,,,,
37,2016-12-08,Traditional Country,Holdin Back the Tears,99,2016/12/10,Trace Adkins,Then They Do,Traditional Country,,https://www.youtube.com/watch?v=RYkzRYhlw_U,,GROWING UP,WalkingJoe,http://is2.mzstatic.com/image/thumb/Music6/v4/1f/19/a5/1f19a5e9-c111-7cee-0eca-11b674000639/source/400x400bb.jpg,,,,,,,
37,2016-12-08,Traditional Country,Holdin Back the Tears,100,2016/12/11,Reba McEntire,You're Gonna Be,Traditional Country,,https://www.youtube.com/watch?v=0kLs4VdfFlQ,,SPREAD YOUR WINGS AND FLY,WalkingJoe,http://is2.mzstatic.com/image/thumb/Music/v4/d8/33/9f/d8339f18-7f22-0052-cb13-5820d1911e43/source/400x400bb.jpg,,,,,,,
37,2016-12-08,Traditional Country,Holdin Back the Tears,101,2016/12/09,Conway Twitty,That's My Job,Traditional Country,,https://www.youtube.com/watch?v=L7XK_zNq930,,EVERYTHING I DO IS BECAUSE OF YOU,WalkingJoe,http://is1.mzstatic.com/image/thumb/Music/v4/54/f4/95/54f495b3-54d7-bc3a-e6da-6443f2fe02ac/source/400x400bb.jpg,,,,,,,
